jobid,title,employer,location,salary,description,tags,url,date,weeknum
126768,Test Automation Engineer,Anritsu,"București, Romania",,As a Test Engineer you will be responsible for Execution of Product and Solutions internal Acceptance…,"[""python"",""scripting"",""selenium"",""automated-tests""]",/jobs/126768/test-automation-engineer-anritsu,2016-10-13,41
126766,Client-side Developer @ CaptiveAire Systems,CaptiveAire Systems,"Raleigh, NC",,"The following job description is available in the following location:
Raleigh, NC  Corporate…","[""javascript"",""angularjs"",""less"",""typescript"",""mongodb""]",/jobs/126766/client-side-developer-captiveaire-systems-captiveaire-systems,2016-10-13,41
124740,AngularJS Developer,Vector Media Group,"New York, NY",,"Summary
Vector Media Group is looking for a full-time AngularJS Developer to join our NYC…","[""angularjs"",""javascript"",""frontend""]",/jobs/124740/angularjs-developer-vector-media-group,2016-10-13,41
126765,Astonishing React Developer,Clevertech,"New York, NY",,"About You
You are using React and Redux, and have a great front-end perspective, keeping accessibility…","[""reactjs"",""javascript"",""redux""]",/jobs/126765/astonishing-react-developer-clevertech,2016-10-13,41
126764,PreSales System Engineer Region DACH (m/w),Paessler AG,"Nürnberg, Deutschland",,"Wir suchen zur Unterstützung unseres Vertriebsteams der Region DACH einen System Engineer, der unseren…",[],/jobs/126764/presales-system-engineer-region-dach-m-w-paessler-ag,2016-10-13,41
126791,Innovation Technology Manager,American Family Insurance,"Madison, WI",Provides Equity,"Preferred candidates will have experience managing relationships with multiple business stakeholders,…","[""agile-project-management"",""scrum"",""user-experience""]",/jobs/126791/innovation-technology-manager-american-family-insurance,2016-10-13,41
126790,Full Stack Agile Developer,Stride,"New York, NY",,"Join Our Family
We can always learn from others, no matter how experienced we are. We are totally…","[""java"",""scala"",""ruby-on-rails"",""ruby"",""javascript""]",/jobs/126790/full-stack-agile-developer-stride,2016-10-13,41
126704,"Software Engineer, Data Integration",RealScout,"Mountain View, CA",Provides Equity,"REALSCOUT
RealScout’s goal is to provide better transparency between real estate agents, home sellers…","[""apache-kafka"",""pyspark"",""go"",""pandas"",""celery""]",/jobs/126704/software-engineer-data-integration-realscout,2016-10-13,41
126709,"Software Engineer, Javascript/React",RealScout,"Mountain View, CA",,"REALSCOUTRealScout’s goal is to provide better transparency between real estate agents, home sellers and…","[""reactjs"",""react-native"",""redux"",""mocha"",""javascript""]",/jobs/126709/software-engineer-javascript-react-realscout,2016-10-13,41
126787,"Senior Software Engineer - Java, AWS",DataXu,"Boston, MA",Provides Equity,"Software Engineer – Java AWS Engineer
Data Xu  seeks a highly motivated Java developer to participate…","[""amazon-web-services"",""java"",""hadoop"",""mapreduce""]",/jobs/126787/senior-software-engineer-java-aws-dataxu,2016-10-13,41
126784,Software Engineer in Test,DataXu,"Boston, MA",Provides Equity,"Software Engineer in Test
DataXu’s vision is to make marketing better using data science. The world’s…","[""javascript"",""sql"",""ruby"",""python""]",/jobs/126784/software-engineer-in-test-dataxu,2016-10-13,41
126785,Senior Node.js Developer,Gannett - USA TODAY NETWORK,"McLean, VA",,"Come join Gannett, a top global digital media and Fortune 500 company, which reaches more than 109…","[""node.js"",""build-automation"",""javascript""]",/jobs/126785/senior-nodejs-developer-gannett-usa-today-network,2016-10-13,41
126783,Software Engineer - UI Javascript,DataXu,"Boston, MA",Provides Equity,"Software UI Engineer - Javascript
DataXu’s vision is to make marketing better using data science. The…","[""javascript"",""angularjs"",""http"",""json""]",/jobs/126783/software-engineer-ui-javascript-dataxu,2016-10-13,41
126502,(Senior) Frontend Web Developer (m/f),Enmacc GmbH,"München, Deutschland","€40,000 - 70,000","Join us disrupting the international energy trading market!
Join us as one of the first 10 in-house…","[""angularjs"",""java"",""gulp"",""html5"",""css""]",/jobs/126502/senior-frontend-web-developer-m-f-enmacc-gmbh,2016-10-13,41
126762,Analyste programmeur,ADAT Informatique,"Monsteroux-Milieu, France","€30,000 - 38,000","ADAT est un acteur majeur sur sa niche: le développement, l'installation et la maintenance d'une gamme…","[""c#"",""sql"",""visual-studio""]",/jobs/126762/analyste-programmeur-adat-informatique,2016-10-13,41
126761,Full Stack Software Engineer - Front End,Priceline.com,"New York, NY",,Our TeamsJoin an agile team of professionals dedicated to building the next generation of travel…,"[""javascript"",""node.js"",""css""]",/jobs/126761/full-stack-software-engineer-front-end-pricelinecom,2016-10-13,41
114544,Full Stack Entwickler in der coolsten Agentur Deutschlands,Ellusion GmbH,"München, Deutschland","€40,000 - 80,000","Wir bieten Dir: 

Gute Bezahlung und Wertschätzung (Feel Good Manager, freie Getränke, frisches Obst,…","[""php"",""sql"",""mysql"",""heroku"",""javascript""]",/jobs/114544/full-stack-entwickler-in-der-coolsten-agentur-ellusion-gmbh,2016-10-13,41
126655,"PHP Software Engineer, Mobile Backend",GetYourGuide AG,"Berlin, Germany",Provides Equity,"GetYourGuide is on a mission to turn trips into amazing experiences, using our product and technology to…","[""php"",""mysql"",""symfony2"",""elasticsearch""]",/jobs/126655/php-software-engineer-mobile-backend-getyourguide-ag,2016-10-13,41
126756,Software Tester (m/w) für das SCHUFA-Kern-System,SCHUFA Holding AG,"Wiesbaden, Deutschland",,"Durch Ihre Qualitätssicherung sorgen Sie in einem agilen Scrum-Team dafür, dass die Software des SCHUFA…","[""javaenterprise"",""sql"",""jira"",""unix"",""perl""]",/jobs/126756/software-tester-m-w-f%C3%BCr-das-schufa-kern-system-schufa-holding-ag,2016-10-13,41
118384,Fullstack Node.js Developer (m/f),7NXT Health GmbH,"Berlin, Germany",,"Your responsibilities

Design new MySQL/PostgreSQL schemas
Create and modify our services
Build…","[""javascript"",""node.js"",""mysql"",""sql"",""ecmascript-6""]",/jobs/118384/fullstack-nodejs-developer-m-f-7nxt-health-gmbh,2016-10-13,41
120802,Drone Software Engineer / UI designer (m/f),Intel Corporation,"Krailling, Germany",,We are Intel's unmanned aerial vehicles (UAV) team and we need YOU to make our products fly! Formed by a…,"[""c"",""c++"",""user-interface"",""user-experience"",""qt""]",/jobs/120802/drone-software-engineer-ui-designer-m-f-intel-corporation,2016-10-13,41
126755,Software Engineer,Mechdyne Corporation,"Virginia Beach, VA",,Are you bored with your current development assignments?  Are you looking for a job that presents you…,"[""c#"",""c++"",""java"",""jira"",""git""]",/jobs/126755/software-engineer-mechdyne-corporation,2016-10-13,41
126753,Application Engineer,Mechdyne Corporation,"Marshalltown, IA",,This is going to be the most exciting and most challenging career you will ever have. You will not have…,"[""c++"",""c#"",""java"",""c"",""user-interface""]",/jobs/126753/application-engineer-mechdyne-corporation,2016-10-13,41
126754,Senior Java Architect: Major National and International Projects,everis (An NTT Data Company),"Madrid, Spain",,"Currently in everis  we are involved in:

We help major corporations in the banking and insurance…","[""java"",""soa"",""javascript"",""cloud"",""architecture""]",/jobs/126754/senior-java-architect-major-national-and-everis-an-ntt-data-company,2016-10-13,41
111537,PostgreSQL Database Administrator,Klarna,"Stockholm, Sweden",,We're looking for a PostgreSQL DBA with experience of large datasets to join IT Operations here at…,"[""postgresql"",""postgresql-9.5"",""plpgsql"",""sysadmin""]",/jobs/111537/postgresql-database-administrator-klarna,2016-10-13,41
126750,(Senior) Video Systems Engineer (m/f),glomex GmbH,"Unterföhring, Deutschland",,You love engineering web based video solution on different platforms. Using a single programming…,"[""mysql"",""jenkins"",""python"",""php"",""http""]",/jobs/126750/senior-video-systems-engineer-m-f-glomex-gmbh,2016-10-13,41
96951,Product Manager (Cloud Foundry),Cloud Foundry,"London, England",Provides Equity,The Cloud Foundry team at Pivotal in London is looking for a great Product Manager to join us in…,"[""redis"",""rabbitmq"",""cloudfoundry"",""agile"",""paas""]",/jobs/96951/product-manager-cloud-foundry-cloud-foundry,2016-10-13,41
126747,Perl Developer,eBay,"Amsterdam, Netherlands",,Looking for a job in Amsterdam at the number one classifieds website in Belgium? 2dehands.be is looking…,"[""perl"",""moose"",""catalyst""]",/jobs/126747/perl-developer-ebay,2016-10-13,41
126746,Senior Information Architect - VP,JP Morgan,"Glasgow, UK",,"Senior Information Architect - VP 

Glasgow Technology Centre

Description  

Securities…","[""information"",""architecture"",""data-modeling"",""meta""]",/jobs/126746/senior-information-architect-vp-jp-morgan,2016-10-13,41
126782,Software Engineer - Java,DataXu,"Boston, MA",Provides Equity,"Software Engineer - Java 
DataXu’s vision is to make marketing better using data science. The world’s…","[""java"",""agile"",""hadoop"",""mapreduce""]",/jobs/126782/software-engineer-java-dataxu,2016-10-13,41
126503,(Senior) Java Web Developer (m/f),Enmacc GmbH,"München, Deutschland","€40,000 - 70,000","Join us disrupting the international energy trading market!
Join us as one of the first 10 in-house…","[""java"",""hibernate"",""spring"",""mysql"",""restful-architecture""]",/jobs/126503/senior-java-web-developer-m-f-enmacc-gmbh,2016-10-13,41
126781,Java Developer (security focus),WalletHub,"Washington, DC",,"WalletHub is a high-growth start-up based in Washington, D.C. .Our fast-paced environment and can do…","[""java"",""spring"",""mysql"",""security""]",/jobs/126781/java-developer-security-focus-wallethub,2016-10-13,41
126780,Senior DevOps Engineer,Ticketmaster,"Athens, Greece",,As a Senior DevOps engineer you will be a member of a team responsible for designing and implementing…,"[""amazon-web-services"",""unix"",""kubernetes"",""gitlab""]",/jobs/126780/senior-devops-engineer-ticketmaster,2016-10-13,41
126776,Senior DevOps Engineer,Harvard University,"Cambridge, MA",," Harvard University
School/Unit Harvard University Information Technology
Sub-Unit ------------
Job…","[""technical-architecture"",""application-development"",""operations""]",/jobs/126776/senior-devops-engineer-harvard-university,2016-10-13,41
124733,"RACF Security Technician, Gloucester, London, Leeds",Lloyds Banking Group,"London, UK","£59,500 - 69,400","The Banks Mainframes support a significant number of Cat A systems such as Bacs, Chaps, Teller Systems…","[""racf"",""z-secure"",""zos"",""cics"",""db2"",""sysadmin""]",/jobs/124733/racf-security-technician-gloucester-london-lloyds-banking-group,2016-10-13,41
124732,Senior/Mid PHP Developer (m/f),Move24 GmbH,"Berlin, Deutschland",,We are currently looking for Senior- and Mid-level PHP Developers (f/m) to join our highly professional…,"[""php"",""sql""]",/jobs/124732/senior-mid-php-developer-m-f-move24-gmbh,2016-10-13,41
126744,(Senior) Java Developer,foryouandyourcustomers Düsseldorf GmbH,"Essen, Deutschland","€35,000 - 90,000","Wir suchen Dich!

Wir sind ein (noch) kleines Team aus Essen, das für namhafte Kunden mit State-Of-The…","[""spring"",""hybris"",""java"",""docker"",""amazon-web-services""]",/jobs/126744/senior-java-developer-foryouandyourcustomers,2016-10-13,41
111518,Software Engineering Team Lead,Klarna,"Stockholm, Sweden",,"We're growing our software engineering teams across multiple domains; data infrastructure, order…","[""java"",""microservices"",""scala"",""amazon-web-services""]",/jobs/111518/software-engineering-team-lead-klarna,2016-10-13,41
126863,Senior DevOps Engineer,For Rent Media Solutions,"Norfolk, VA",,"For Rent Media Solutions, a family of leading Internet and publishing brands (www.forrent.com), seeks a…","[""devops"",""linux"",""python"",""php"",""node.js"",""sysadmin""]",/jobs/126863/senior-devops-engineer-for-rent-media-solutions,2016-10-14,41
126865,Software Architect & Tech Lead,INDIEPAY,"New York, NY",,We are seeking a talented software architect to join our software engineering team located in Midtown…,"[""wireframes"",""diagrams"",""design"",""analysis"",""testing""]",/jobs/126865/software-architect-tech-lead-indiepay,2016-10-14,41
126656,Problem-Solving Software Engineer in Research Park,Xceptor,"Guildford, UK","£40,000 - 50,000","Xceptor requires an intelligent, driven, Software Engineer with experience of designing and building…","[""c#"",""sql-server"","".net""]",/jobs/126656/problem-solving-software-engineer-in-research-park-xceptor,2016-10-14,41
126657,Are you looking to get more customer focused?,Xceptor,"London, UK","£32,000 - 38,000",This role would be ideal for someone with a solid technical background who is looking to spend time…,"["".net"",""xml"",""sql"",""sql-server""]",/jobs/126657/are-you-looking-to-get-more-customer-focused-xceptor,2016-10-14,41
126864,Scrum Master med passion for entreprenørskap,PasientSky,"Oslo, Norway","$80,000 - 100,000","Scrum Master med passion for entreprenørskap 

Vi i PasientSky har fått en fantastisk start på vår…",[],/jobs/126864/scrum-master-med-passion-for-entrepren%C3%B8rskap-pasientsky,2016-10-14,41
126876,Senior QA Analyst,YogaGlo,"Santa Monica, CA",,We're looking for a QA Analyst who’s passionate about creating meaningful experiences through well…,"[""ios"",""web"",""apple-watch"",""apple-tv""]",/jobs/126876/senior-qa-analyst-yogaglo,2016-10-14,41
126875,IT Architect Lead w/ GIS/EDI & IBM Sterling B2B Integrator v5.0+ Exp.-3 Openings,"Global Technology Solutions, Inc.","Lake Mary, FL",,IT Architect Lead manages teams and drives overall vision according to the team's goals. Spearheads the…,"[""ibm-sterling"",""edi"",""b2b"",""bpm"",""tcp-ip""]",/jobs/126875/it-architect-lead-w-gis-edi-ibm-sterling-b2b-global-technology-solutions,2016-10-14,41
126874,Sr. Programmer Analyst (Production Support),T. Rowe Price,"Baltimore, MD",,"PRIMARY PURPOSE OF THE POSITION
Under independent direction, the Sr. Programmer Analyst (Production…","[""perl"",""shell"",""javascript"",""unix"",""jquery""]",/jobs/126874/sr-programmer-analyst-production-support-t-rowe-price,2016-10-14,41
126871,Senior Infrastructure Engineer,PrismHR,"Southborough, MA",,You will be responsible for ensuring the availability and optimal performance of a wide variety of…,[],/jobs/126871/senior-infrastructure-engineer-prismhr,2016-10-14,41
110397,Sr. Java Application Developer,ClearCapital.com,"Roseville, CA","$120,000 - 140,000",You are a high-performing Java Developer implementing core platform services and web app functionality…,"[""java""]",/jobs/110397/sr-java-application-developer-clearcapitalcom,2016-10-14,41
126867,Chief Technology Officer (f/m),hungryhouse,"Berlin, Germany",,hungryhouse.co.uk is looking for an ambitious CTO (f/m) to join our amazing international team located…,"[""php""]",/jobs/126867/chief-technology-officer-f-m-hungryhouse,2016-10-14,41
71518,► PROFILE.IR برنامه نویسان ارشد (سمت سرور و سمت کلاینت) وب,شرکت پروفایل - مشهد,"Mashhad, Iran",,در دفتر پروفایل در مشهد چند صندلی تازه برای برنامه نویسان مجرب و با انگیزه مهیا کرده‌ایم. امیدواریم شما…,"[""c#"",""mongodb"",""angularjs""]",/jobs/71518/profileir-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%D8%A7%D9%86-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%B3%D9%85%D8%AA-%D8%B3%D8%B1%D9%88%D8%B1-%D9%88-%D8%B3%D9%85%D8%AA-%D8%B4%D8%B1%DA%A9%D8%AA-%D9%BE%D8%B1%D9%88%D9%81%D8%A7%DB%8C%D9%84-%D9%85%D8%B4%D9%87%D8%AF,2016-10-14,41
126866,Avaloq Entwickler,Talentum AG,"Zürich, Schweiz",,Sind Sie auf der Suche nach einer spannenden Stelle als Avaloq Entwickler?Unser Mandantin bietet Ihnen…,"[""avaloq-script""]",/jobs/126866/avaloq-entwickler-talentum-ag,2016-10-14,41
126844,Backend Engineer/ Scala,Magine,"Stockholm, Sweden",,We are building a globally distributed video streaming platform and all that it entails as far as…,"[""scala"",""functional-programming"",""java""]",/jobs/126844/backend-engineer-scala-magine,2016-10-14,41
124829,Frontend Developer,ESET,"Kraków, Poland",,"What does working as Frontend Developer entail?
Frontend developer will be working on a new enterprise…","[""angularjs"",""git"",""jira""]",/jobs/124829/frontend-developer-eset,2016-10-14,41
126836,Ingénieur systèmes et réseaux (h/f),Groupe ABC arbitrage,"Paris, France",,"Vous êtes rattaché au département Système d’information et développement, composé d’une vingtaine de…","[""windows"",""linux"",""c#"",""c++"",""networking"",""sysadmin""]",/jobs/126836/ing%C3%A9nieur-syst%C3%A8mes-et-r%C3%A9seaux-h-f-groupe-abc-arbitrage,2016-10-14,41
126843,Lead Game Engineer,SYBO Games,"København, Denmark",,"Hello! We’re SYBO and we are here to build awesome things.
We live to make stuff that you want to play…","[""c#"",""python"",""unity3d"",""mobile"",""game-physics""]",/jobs/126843/lead-game-engineer-sybo-games,2016-10-14,41
124828,Front-End developer with UI5 experience needed!,MaxGrip B.V.,"Utrecht, Netherlands",,"Paul Hendrix, VP Research & Development:
“As a Sr. Front End developer in our software team you are…",[],/jobs/124828/front-end-developer-with-ui5-experience-needed-maxgrip-bv,2016-10-14,41
126842,Senior Software Developer,The Wellcome Trust Sanger Institute,"Hinxton, UK",,"Salary range: £24,226-£39,142 pa depending on experienceWe are seeking an experienced software developer…","[""sql"",""perl"",""javascript"",""bioinformatics"",""web-development""]",/jobs/126842/senior-software-developer-the-wellcome-trust-sanger,2016-10-14,41
126841,CONTINUOUS DELIVERY ENGINEER (M/W),Tricentis,"Wien, Austria",,"
Weiterentwicklung der Continuous Delivery Pipeline rund um die Tosca Testsuite inklusive der…",[],/jobs/126841/continuous-delivery-engineer-m-w-tricentis,2016-10-14,41
113846,7.5TB per day read from our production MongoDB cluster - Help us scale up!,Sky Betting & Gaming,"Sheffield, UK",,"DevOps Engineer
Sky Betting and Gaming aims to bring the excitement of sports betting, casino, poker…","[""chef"",""puppet"",""automation"",""devops"",""linux"",""sysadmin""]",/jobs/113846/75tb-per-day-read-from-our-production-mongodb-sky-betting-gaming,2016-10-14,41
113844,Page content can change 750 times per second; 25 million times per day. Can you?,Sky Betting & Gaming,"Sheffield, UK",,"PHP Software Engineers
Sky Betting and Gaming aims to bring the excitement of sports betting, casino,…","[""lamp"",""zend"",""laravel"",""php"",""apache""]",/jobs/113844/page-content-can-change-750-times-per-second-25-sky-betting-gaming,2016-10-14,41
124744,Senior PHP Web Developer,Vayant Travel Technologies,"Sofia, Bulgaria",,We are working on core technologies to power innovative AirFare Search systems. Our products are used on…,"[""php"",""javascript"",""yii"",""jquery"",""oop""]",/jobs/124744/senior-php-web-developer-vayant-travel-technologies,2016-10-14,41
126835,Développeur confirmé .NET - C# (h/f),Groupe ABC arbitrage,"Paris, France",,"Au sein du département IT (25 pers.), vous intégrez une équipe de quinze personnes en charge de…","[""c#"","".net"",""cqrs"",""soa"",""messaging""]",/jobs/126835/d%C3%A9veloppeur-confirm%C3%A9-net-c-sharp-h-f-groupe-abc-arbitrage,2016-10-14,41
126834,Software Engineer (f/m) - Cloud web apps (full stack),Dassault Systemes 3DExcite GmbH,"München, Deutschland",,"Software Engineer (f/m) - Cloud web apps (full stack)
Job-ID:8273-2016 In Research and Development we…","[""saas"",""c++"",""javascript"",""oop""]",/jobs/126834/software-engineer-f-m-cloud-web-apps-full-dassault-systemes-3dexcite,2016-10-14,41
126833,Senior Software Engineer (Email Gateway Team),Clearswift,"Theale, UK",,"The Role
The Email Gateway team is responsible for the ongoing development of Clearswift’s award…","[""java"",""linux"",""c++"",""eclipse"",""javascript""]",/jobs/126833/senior-software-engineer-email-gateway-team-clearswift,2016-10-14,41
126832,Senior Software Engineer – R&D Platform team,Clearswift,"Theale, UK",,"The Role
The Platform team delivers the operating system, common utility libraries, console and…","[""java"",""c++"",""linux""]",/jobs/126832/senior-software-engineer-r-d-platform-team-clearswift,2016-10-14,41
126831,Development and Operations engineer (DevOps) for Nordea,Nordea Bank Denmark,"Copenhagen, Denmark",,"Do you want to grow with us and be a part of shaping Nordea’s Continuous integration model? 

The…","[""java"",""continuous-integration"",""linux""]",/jobs/126831/development-and-operations-engineer-devops-for-nordea-bank-denmark,2016-10-14,41
126829,Head of Data Engineering (m/f),Immobilien Scout GmbH,"Berlin, Deutschland",,"Your tasks:


Create the technical vision and strategy for our company-wide data platform to help our…","[""rdbms"",""nosql"",""hadoop"",""java"",""scala""]",/jobs/126829/head-of-data-engineering-m-f-immobilien-scout-gmbh,2016-10-14,41
126826,Backend Developer Python (m/f),CeleraOne GmbH,"Berlin, Deutschland","€35,000 - 60,000",We develop our backend mainly in Python and C++. The frontend is based on modern JavaScript…,"[""python"",""zeromq"",""mongodb"",""machine-learning"",""nosql""]",/jobs/126826/backend-developer-python-m-f-celeraone-gmbh,2016-10-14,41
102765,Software Product Owner (m/f),Visteon Electronics Germany GmbH,"Karlsruhe, Deutschland",,"Your responsibilities:

Create high-level software project plans
Convey the overall vision and goals…","[""scrum"",""embedded"",""backlog""]",/jobs/102765/software-product-owner-m-f-visteon-electronics-germany,2016-10-14,41
126827,Frontend developer Plejmo,Magine,"Stockholm, Sweden",,"Plejmo is looking for awesome Frontend developers to join the team! 

Who we are






 Plejmo…","[""epi"",""bootstrap"",""knockout"",""javascript"",""less""]",/jobs/126827/frontend-developer-plejmo-magine,2016-10-14,41
59262,Senior Dev engineer Mobile iOS,ING,"Amsterdam, Netherlands",,ING is looking for an experienced (mid-senior level) Mobile Dev engineer to strengthen its development…,"[""ios"",""java"",""mobile""]",/jobs/59262/senior-dev-engineer-mobile-ios-ing,2016-10-14,41
100825,Android Mobile Dev Engineer,ING,"Amsterdam, Netherlands",,ING is looking for an experienced (mid-senior level) Android Mobile Dev Engineer to strengthen its…,"[""java"",""android"",""sdk"",""swift"",""linux""]",/jobs/100825/android-mobile-dev-engineer-ing,2016-10-14,41
126823,"Sr. Architect, Data Warehouse/ETL",Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""java"",""sql"",""hadoop""]",/jobs/126823/sr-architect-data-warehouse-etl-comcast,2016-10-14,41
126824,Customer Care Technologist (Salesforce & Zendesk),Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""background"",""dynamic"",""deployment""]",/jobs/126824/customer-care-technologist-salesforce-zendesk-comcast,2016-10-14,41
126820,Sr. Android Developer,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""mobile"",""android""]",/jobs/126820/sr-android-developer-comcast,2016-10-14,41
126821,Business Analyst,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world’s best…,"[""mobile"",""testing"",""scope""]",/jobs/126821/business-analyst-comcast,2016-10-14,41
126822,Associate Creative Director - eCommerce,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""mobile"",""html"",""css""]",/jobs/126822/associate-creative-director-ecommerce-comcast,2016-10-14,41
126819,Principal Android Developer,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""android"",""mobile"",""background""]",/jobs/126819/principal-android-developer-comcast,2016-10-14,41
126817,Sr. Data Integration Engineer,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""mobile""]",/jobs/126817/sr-data-integration-engineer-comcast,2016-10-14,41
126818,Principal iOS Developer,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""ios"",""mobile"",""background""]",/jobs/126818/principal-ios-developer-comcast,2016-10-14,41
126815,"Director, Device Business Planning",Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""mobile"",""background""]",/jobs/126815/director-device-business-planning-comcast,2016-10-14,41
126816,Web Developer,Comcast,"Philadelphia, PA",,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,"[""mobile"",""layout"",""scripting""]",/jobs/126816/web-developer-comcast,2016-10-14,41
125690,Front End Developers - Great Relocation Opportunity to Gibraltar/Southern Spain,Lottoland,Gibraltar,,"Your job:

You plan, develop and improve the gambling platform platform with a very high degree of…","[""html5"",""css3"",""javascript"",""jquery"",""maven""]",/jobs/125690/front-end-developers-great-relocation-lottoland,2016-10-14,41
126862,Full Stack Developer,Runzheimer International,"Waterford, WI","$67,000 - 125,000",We are looking for self-starting full stack developers with strong experience developing sophisticated…,"[""c#"","".net"",""asp.net-mvc"",""html5""]",/jobs/126862/full-stack-developer-runzheimer-international,2016-10-14,41
126861,PHP Developer / Programmer,BookerZzz,"Amsterdam, Netherlands",,"Can you make a great contribution to the development of our high traffic websites, thanks to your…",[],/jobs/126861/php-developer-programmer-bookerzzz,2016-10-14,41
126837,Architect / System Engineer - VMWare,Tesco Technology,"Welwyn Garden City, UK",,"The Role – Architect / System Engineer - VMWare 
Whilst specific responsibilities will be dependent…","[""vmware"",""esxi"",""vcenter"",""nsx"",""vrealise""]",/jobs/126837/architect-system-engineer-vmware-tesco-technology,2016-10-14,41
126860,Developer (w/m) - Microsoft SharePoint,IAV GmbH Ingenieurgesellschaft Auto und Verkehr,"Berlin, Deutschland",,"Developer (w/m) - Microsoft SharePoint
Standort: Berlin Kennziffer: Z-ITS-23701
Ihre Aufgaben
Als…","[""itil"",""html5"",""javascript"",""asp.net"",""uml""]",/jobs/126860/developer-w-m-microsoft-sharepoint-iav-gmbh,2016-10-14,41
126859,Developer (w/m) - Microsoft Dynamics CRM,IAV GmbH Ingenieurgesellschaft Auto und Verkehr,"Berlin, Deutschland",,"Developer (w/m) - Microsoft Dynamics CRM
Standort: Berlin Kennziffer: Z-ITS-23700
Ihre Aufgaben
Als…","[""itil"",""uml"",""html5"",""sql"",""javascript""]",/jobs/126859/developer-w-m-microsoft-dynamics-crm-iav-gmbh,2016-10-14,41
124841,Embedded Software-Engineer C (m/w),KLS Martin GmbH + Co. KG,"Freiburg im Breisgau, Deutschland",,"
Entwicklung von Software für elektronische Medizinprodukte
Hardwarenahe Programmierung von…","[""c"",""arm"",""embedded"",""real-time"",""spi""]",/jobs/124841/embedded-software-engineer-c-m-w-kls-martin-gmbh-plus-co-kg,2016-10-14,41
126858,Software Architect,Van Lanschot Bankiers,"Amsterdam, Netherlands",,Jij wordt enthousiast als we het hebben over technische architectuur. Je wilt graag voorop lopen als het…,"[""architecture"",""software-engineering""]",/jobs/126858/software-architect-van-lanschot-bankiers,2016-10-14,41
126857,Software Engineering Senior Manager,Capital One,"Nottingham, UK",,We are transforming ourselves into a FinTech company. We have two development centres; Nottingham and…,[],/jobs/126857/software-engineering-senior-manager-capital-one,2016-10-14,41
126856,Medior Programmeur (.NET) M/V,Amega Holding B.V.,"Dordrecht, Netherlands",,Heb je een passie voor programmeren?Maak je graag toepassingen die direct toegevoegde waarde leveren?Heb…,"["".net"",""c#"",""windows"",""sql"",""nosql""]",/jobs/126856/medior-programmeur-net-m-v-amega-holding-bv,2016-10-14,41
126828,Softwareentwickler (m/w) Automotive,secunet Security Networks AG,"München, Deutschland",,"Ihre Aufgabe

Konzeption, Design und Implementierung von Anwendungen, überwiegend in Java…","[""java"",""java-ee"",""sql"",""c++"",""pki""]",/jobs/126828/softwareentwickler-m-w-automotive-secunet-security-networks-ag,2016-10-14,41
126739,Senior Java Backend Developer (m/f),Deep Silver FISHLABS,"Hamburg, Deutschland",,"You will play an essential role in the development of backend solutions for a brand new ""next gen"" title…","[""java"",""spring-data"",""mongodb"",""mysql"",""jenkins""]",/jobs/126739/senior-java-backend-developer-m-f-deep-silver-fishlabs,2016-10-14,41
115657,Senior IT Ops engineer Global Wholesale Banking Portal,ING,"Amsterdam, Netherlands",,"Senior IT Ops engineer Global Wholesale Banking Portal

ING is looking for a (mid-senior level) IT Ops…","[""python"",""chef"",""puppet"",""ruby"",""linux""]",/jobs/115657/senior-it-ops-engineer-global-wholesale-banking-ing,2016-10-14,41
126890,Technical Support Representative,Auto Loop & Car Research,"Clearwater, FL",,AutoLoop is seeking a Technical Support Representative to add to our Support Team. This applicant must…,"[""customer-support"",""customer-service"",""technical-support"",""ticket-prioritizing"",""help-desk""]",/jobs/126890/technical-support-representative-auto-loop-car-research,2016-10-14,41
126889,SEO/SEM Analyst,Global Exchange Connection,"Manassas, VA",,"Global Exchange LLC is looking for a SEO/SEM Analyst for a long term, full-time assignment.  You will…","[""google-search"",""sem"",""jquery"",""google-adwords"",""content-management-system""]",/jobs/126889/seo-sem-analyst-global-exchange-connection,2016-10-14,41
126887,Vice President IT,Fisher & Paykel Healthcare,"Auckland, New Zealand",,"
Executive, global role reporting into the CEO
Challenge the status quo with original…",[],/jobs/126887/vice-president-it-fisher-paykel-healthcare,2016-10-14,41
