jobid,title,employer,location,salary,description,tags,url,date,weeknum,equity,currency,salary_low,salary_high,country,state,city
114639,Software Engineer - Champaign,Jump Trading,"Champaign, IL",,The Jump Labs office of Jump Trading opened in the U of I Research Park in 2015 in order to create…,"[""python"",""c++""]",/jobs/114639/software-engineer-champaign-jump-trading,2016-06-26,25,False,,0,0,US,IL,Champaign
101445,Start the Ops Team at the Smartest Shipping App in the World,Ordoro,"Austin, TX","$80,000 - 180,000

                                / 
Provides Equity",Ordoro makes it easy for e-commerce businesses to ship orders and manage inventory. Everyday our…,"[""postgresql"",""amazon-web-services"",""continuous-integration"",""ssl"",""devops"",""sysadmin""]",/jobs/101445/start-the-ops-team-at-the-smartest-shipping-app-ordoro,2016-06-26,25,True,$,"80,000","180,000",US,TX,Austin
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
114905,.NET Development Enthusiast,TOBANIA,"Brussels, Belgium",,"Life is short, work somewhere awesome ...  Discover Tobania ! 
Sounds interesting ? Keep reading !
You…","[""c#"",""asp.net"",""model-view-controller"",""javascript"",""sql""]",/jobs/114905/net-development-enthusiast-tobania,2016-06-27,26,False,,0,0,Belgium,,Brussels
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
119387,Senior Software Developer,Department for Work & Pensions,"Manchester, UK","€45,000 - 50,300",This is a once-in-a-generation opportunity for digital experts to improve millions of lives. DWP are…,"[""java"",""angularjs"",""css"",""node.js"",""jquery""]",/jobs/119387/senior-software-developer-department-for-work-pensions,2016-06-27,26,False,€,"45,000","50,300",UK,,Manchester
Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
119384,Senior Front-end Developer,Alphabet Nederland B.V.,"Breda, Netherlands",,Senior Front-end DeveloperWho are we looking for?As a Front-end Developer you will help us to build and…,"[""html5"",""javascript"",""css"",""angularjs"",""jenkins""]",/jobs/119384/senior-front-end-developer-alphabet-nederland-bv,2016-06-27,26,False,,0,0,Netherlands,,Breda
112451,Front End Engineer - at fast growing tech multinational!,Sale Stock,"Jakarta, Indonesia",,"As a front-end engineer in Sale Stock Indonesia, you write and push user-facing code that gets deployed…","[""javascript"",""css"",""html"",""reactjs""]",/jobs/112451/front-end-engineer-at-fast-growing-tech-sale-stock,2016-06-27,26,False,,0,0,Indonesia,,Jakarta
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
119382,Senior Java Developer,GFT Poland,"Poznań, Poland",,"As Senior Java Developer, you will design and implement solutions according to customer requirements on…","[""java"",""spring"",""agile"",""sql"",""rest""]",/jobs/119382/senior-java-developer-gft-poland,2016-06-27,26,False,,0,0,Poland,,Poznań
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
119381,Senior Java Developer,GFT Poland,"Łódź, Poland",,"As Senior Java Developer, you will design and implement solutions according to customer requirements on…","[""java"",""spring"",""agile"",""sql"",""rest""]",/jobs/119381/senior-java-developer-gft-poland,2016-06-27,26,False,,0,0,Poland,,Łódź
119288,Software-Entwickler Java oder JavaScript (m/w),FAIR ISAAC GERMANY GmbH,"Bensheim, Germany","€50,000 - 70,000","Ihre Aufgabe

Entwurf und Implementierung von komplexen und anspruchsvollen…","[""java"",""javascript"",""html5"",""rest""]",/jobs/119288/software-entwickler-java-oder-javascript-m-w-fair-isaac-germany-gmbh,2016-06-27,26,False,€,"50,000","70,000",Germany,,Bensheim
119290,C/C++ Entwickler (m/w),FAIR ISAAC GERMANY GmbH,"Bensheim, Germany","€50,000 - 70,000","Ihre Aufgabe

Sie entwickeln und pflegen gemeinsam mit Kollegen unsere hauseigene Entwicklungs- und…","[""c++"",""java"",""sql"",""oracle""]",/jobs/119290/c-c-plus-plus-entwickler-m-w-fair-isaac-germany-gmbh,2016-06-27,26,False,€,"50,000","70,000",Germany,,Bensheim
119380,Senior Software Test Engineer,GFT Poland,"Warszawa, Poland",,"As Senior Software Test Engineer you will be responsible for creating test cases and scenarios, planning…","[""testing"",""c#"",""java"",""sql"",""oop""]",/jobs/119380/senior-software-test-engineer-gft-poland,2016-06-27,26,False,,0,0,Poland,,Warszawa
119378,Junior Software Trainer / IT Trainer (m/w),voestalpine SIGNALING Siershahn GmbH,"Siershahn, Germany",,"Wir, die voestalpine SIGNALING Siershahn GmbH, sind ein international erfolgreiches Unternehmen und…","[""stellenangebot"",""vollzeit"",""koblenz"",""software-spezialist""]",/jobs/119378/junior-software-trainer-it-trainer-m-w-voestalpine-signaling,2016-06-27,26,False,,0,0,Germany,,Siershahn
99119,Principle C# Developer (Mobile),REPL Digital,"Bristol, UK",,We are looking for experienced engineers to develop and support our Azure hosted RESTful services…,"[""xamarin"",""mobile"",""ios"","".net"",""c#""]",/jobs/99119/principle-c-sharp-developer-mobile-repl-digital,2016-06-27,26,False,,0,0,UK,,Bristol
119377,Infrastructure Engineer,easyJet Airline,"Luton, UK",,The infrastructure team is responsible for all of the systems that drive revenue generation across the…,"[""infrastructure"",""cloud"",""aws"",""lan"",""wan""]",/jobs/119377/infrastructure-engineer-easyjet-airline,2016-06-27,26,False,,0,0,UK,,Luton
119375,Oracle Developer,Ahold - Albert Heijn Online,"Zaandam, Netherlands",,"De database teams werken vooral aan product-, warehouse- ordermanagement systemen en logistieke…","[""oracle"",""oracle11g""]",/jobs/119375/oracle-developer-ahold-albert-heijn-online,2016-06-27,26,False,,0,0,Netherlands,,Zaandam
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
114815,iCloud Senior Software Engineer,Apple,"London, UK",,Apple is looking for a talented and collaborative Senior Software Engineer to help our team make a big…,"[""http"",""thrift"",""java"",""swift"",""python""]",/jobs/114815/icloud-senior-software-engineer-apple,2016-06-27,26,False,,0,0,UK,,London
119366,Full Stack Java -kehittäjiä,HiQ Finland Oy,"Espoo, Finland",,"HiQ Finlandin rennossa, mutta työhön intohimoisesti suhtautuvassa porukassa on töitä tarjolla taitaville…","[""backend"",""frontend"",""java-ee"",""web-services"",""soa""]",/jobs/119366/full-stack-java-kehitt%C3%A4ji%C3%A4-hiq-finland-oy,2016-06-27,26,False,,0,0,Finland,,Espoo
117198,Hands-on Software Architect,Nitor,"Helsinki, Finland",,Are you interested in working at Nitor? Send us an open application. We are recruiting for example…,"[""javascript"",""java"",""swift"",""android"",""objective-c""]",/jobs/117198/hands-on-software-architect-nitor,2016-06-27,26,False,,0,0,Finland,,Helsinki
119365,iOS Developer at Fast Growing Start-Up,Yogaia,"Espoo, Finland",,We are looking for an experienced iOS Developer with a passion for sleek UX and tackling technical…,"[""ios"",""swift"",""objective-c""]",/jobs/119365/ios-developer-at-fast-growing-start-up-yogaia,2016-06-27,26,False,,0,0,Finland,,Espoo
114878,Anwendungsentwickler/in (Java),Comline AG,"Dortmund, Germany",,"Spannende Aufgaben gesucht? 
Dann sind Sie bei uns genau richtig. 
Werden Sie Teil unseres Teams am…","[""java"",""spring"",""hibernate""]",/jobs/114878/anwendungsentwickler-in-java-comline-ag,2016-06-27,26,False,,0,0,Germany,,Dortmund
119364,"Manager, Software Engineering",Comcast,"Seattle, WA",,Engineering and Platform Services helps drive the new generation of products that are transforming…,"[""testing"",""video""]",/jobs/119364/manager-software-engineering-comcast,2016-06-27,26,False,,0,0,US,WA,Seattle
119363,Full Stack Web Developer (Node.js) - Sydney or Remote,ManageFlitter,"Sydney, Australia","$75,000 - 120,000",ManageFlitter – http://manageflitter.com – is a multi-award winning SaaS social media management…,"[""node.js"",""javasscript"",""php"",""developer"",""technology""]",/jobs/119363/full-stack-web-developer-nodejs-sydney-or-manageflitter,2016-06-27,26,False,$,"75,000","120,000",Australia,,Sydney
114866,Software Engineering Manager - Data Engineering,Rubicon Project,"San Francisco, CA","$120,000 - 170,000","Do you live to solve problems, technical and otherwise?  Do you take responsibility where others fear to…","[""java"",""hadoop"",""python"",""sql""]",/jobs/114866/software-engineering-manager-data-engineering-rubicon-project,2016-06-27,26,False,$,"120,000","170,000",US,CA,San Francisco
114865,Sr. Software Development Engineer - Big Data,Rubicon Project,"San Francisco, CA","$120,000 - 170,000","Rubicon Project is looking for talented, passionate, experienced, and entrepreneurial engineers in Big…","[""hadoop"",""hbase"",""nosql"",""java""]",/jobs/114865/sr-software-development-engineer-big-data-rubicon-project,2016-06-27,26,False,$,"120,000","170,000",US,CA,San Francisco
65645,"Application Developer, Bangalore",ThoughtWorks Technologies,"Bengaluru, KA, India",,"As a Polyglot Developer at ThoughtWorks, you’ll get to:

Think through hard problems in a consultancy…","["".net"",""ruby"",""java""]",/jobs/65645/application-developer-bangalore-thoughtworks-technologies,2016-06-27,26,False,,0,0,India,KA,Bengaluru
65647,"Application Developer,Hyderabad",ThoughtWorks Technologies,"Hyderabad, Telangana, India",,"As a Polyglot Developer at ThoughtWorks, you’ll get to:

Think through hard problems in a consultancy…","[""ruby-on-rails"","".net"",""java"",""scala""]",/jobs/65647/application-developer-hyderabad-thoughtworks-technologies,2016-06-27,26,False,,0,0,India,Telangana,Hyderabad
65648,"Application Developer, Pune",ThoughtWorks Technologies,"Pune, MH, India",,"As a Polyglot Developer at ThoughtWorks, you’ll get to:

Think through hard problems in a consultancy…","[""java"","".net"",""ruby"",""scala""]",/jobs/65648/application-developer-pune-thoughtworks-technologies,2016-06-27,26,False,,0,0,India,MH,Pune
65650,"Application Developer,Chennai",ThoughtWorks Technologies,"Chennai, India",,We are passionate technologists who believe in the power of software and technology as tools for social…,"[""java"",""ruby"","".net""]",/jobs/65650/application-developer-chennai-thoughtworks-technologies,2016-06-27,26,False,,0,0,India,,Chennai
65653,"Application Developer, Gurgaon",ThoughtWorks Technologies,"Gurgaon, India",,"As a Polyglot Developer at ThoughtWorks, you’ll get to:

Think through hard problems in a consultancy…","[""java"",""core"",""agile"",""hibernate"",""scala""]",/jobs/65653/application-developer-gurgaon-thoughtworks-technologies,2016-06-27,26,False,,0,0,India,,Gurgaon
114864,DevOps Engineer,Kit Check,"Washington, DC",Provides Equity,Looking for your next challenge? How about helping us disrupt a $10B+ hospital pharmacy automation and…,"[""amazon-web-services"",""linux"",""unix"",""mysql"",""sysadmin""]",/jobs/114864/devops-engineer-kit-check,2016-06-27,26,True,,0,0,US,DC,Washington
119361,DevOps Engineer for Travel Platform,Rakuten,"Setagaya-ku, Japan",,Rakuten Travel (http://travel.rakuten.com/) is an online reservation and marketing multilingual site…,"[""linux"",""jenkins"",""chef"",""ruby"",""shell"",""sysadmin""]",/jobs/119361/devops-engineer-for-travel-platform-rakuten,2016-06-27,26,False,,0,0,Japan,,Setagaya-ku
107661,SW Mobile Engineer,TripIt from Concur,"Bellevue, WA","$95,000 - 115,000","This position will have you working on TripIt's mobile applications, initially focusing on the Android…","[""android"",""oop"",""java"",""python"",""objective-c""]",/jobs/107661/sw-mobile-engineer-tripit-from-concur,2016-06-27,26,False,$,"95,000","115,000",US,WA,Bellevue
114859,Sr. Software Engineer,Rylem,"Seattle, WA","$100,000 - 180,000","Local Candidates Only Please (this position may require a short notice in-person interview)
You have a…","[""go"",""scala"",""java"",""c#"",""python""]",/jobs/114859/sr-software-engineer-rylem,2016-06-27,26,False,$,"100,000","180,000",US,WA,Seattle
114917,Software Engineer (Java),Tesco Plc,"London, UK",,One of our main aims over the coming years is to move to a Service Oriented Architecture/ Micro…,"[""java"",""go"",""rust"",""clojure"",""f#""]",/jobs/114917/software-engineer-java-tesco-plc,2016-06-27,26,False,,0,0,UK,,London
117278,Application Developer - for FTSE 20 company,Imperial Tobacco,"Bristol, UK",,"The role
We have an exciting opportunity for an Application Developer to join the IT team in the UK &…","[""c#"",""sql-server"",""javascript"",""asp.net"",""ios""]",/jobs/117278/application-developer-for-ftse-20-company-imperial-tobacco,2016-06-27,26,False,,0,0,UK,,Bristol
114923,Database Administrator (Postgres),Instructure,"Salt Lake City, UT","$95,000 - 145,000

                                / 
Provides Equity","Instructure was founded to define, develop, and deploy superior, easy-to-use software. (And that’s what…","[""postgresql"",""amazon-web-services"",""linux"",""sysadmin"",""cassandra""]",/jobs/114923/database-administrator-postgres-instructure,2016-06-27,26,True,$,"95,000","145,000",US,UT,Salt Lake City
117199,Senior DevOps Engineer,Disruptor Beam,"Framingham, MA",,"Disruptor Beam is building a new generation of games for every screen, based on popular universes like…","[""ruby-on-rails"",""scala"",""mysql"",""mongodb"",""aws"",""sysadmin""]",/jobs/117199/senior-devops-engineer-disruptor-beam,2016-06-27,26,False,,0,0,US,MA,Framingham
119398,Java Developer,BBD,"Johannesburg, South Africa",,"BBD is recruiting Java developers in Jhb, Pta and Cpt at a Junior, Intermediate and Senior level.
The…","[""java"",""java-ee"",""spring-mvc"",""spring"",""javascript""]",/jobs/119398/java-developer-bbd,2016-06-27,26,False,,0,0,South Africa,,Johannesburg
119396,Senior Ruby Engineer,500friends,"Tampa, FL",,"About Us:500friends enables CMOs to increase their customer lifetime value. LoyaltyPlus, our SaaS…","[""ruby"",""rails"",""mysql"",""javascript"",""redis""]",/jobs/119396/senior-ruby-engineer-500friends,2016-06-27,26,False,,0,0,US,FL,Tampa
112469,Data Engineer,mobile.de,"Berlin, Germany",,"mobile.de, part of the eBay family , is the largest online vehicle trade site in Germany. The company is…","[""hadoop"",""java"",""nosql"",""sql"",""python""]",/jobs/112469/data-engineer-mobilede,2016-06-27,26,False,,0,0,Germany,,Berlin
119395,iOS Developer,TotalMobile Ltd,"Belfast, UK","£30,000 - 45,000","If you care about building fast, fluid, intuitive native apps for iOS then TotalMobile wants to hear…","[""c#"",""ios"",""sql-server"",""sqlite"",""xamarin""]",/jobs/119395/ios-developer-totalmobile-ltd,2016-06-27,26,False,£,"30,000","45,000",UK,,Belfast
119393,Lead Data Engineer,For Rent Media Solutions,"Norfolk, VA",,Are you a highly motivated data engineer and looking to solve big problems?  Do you keep up with current…,"[""elasticsearch"",""kafka"",""sql"",""nosql"",""java""]",/jobs/119393/lead-data-engineer-for-rent-media-solutions,2016-06-27,26,False,,0,0,US,VA,Norfolk
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
119392,Pragmatic Full-Stack Engineers with Java experience (Leeds and London),Infinity Works,"London, UK",,"Who we are
Infinity Works is a leading software, IT and Digital engineering consultancy.  We help our…","[""java"",""javascript"",""amazon-web-services"",""docker"",""agile""]",/jobs/119392/pragmatic-full-stack-engineers-with-java-infinity-works,2016-06-27,26,False,,0,0,UK,,London
87332,C++ Market Data Feeds Developer,Stevens Capital Management LP,"Radnor, PA",,"We are seeking highly driven, production-oriented developers who possess strong technical skills and the…","[""c++"",""linux"",""multithreading"",""tcp-ip""]",/jobs/87332/c-plus-plus-market-data-feeds-developer-stevens-capital-management-lp,2016-06-27,26,False,,0,0,US,PA,Radnor
108819,Full-Stack Software Engineer for Interactive 3D Platform,ONU,"Southfield, MI",,Onu is developing a platform that allows companies to use 3D visualizations to increase their bottom…,"[""java"",""mysql"",""javascript"",""html5"",""css""]",/jobs/108819/full-stack-software-engineer-for-interactive-3d-onu,2016-06-27,26,False,,0,0,US,MI,Southfield
112463,Java Developer / Architect,SAP Fieldglass,"Naperville, IL",,"(Product Development, Software Architect - Java):
We are currently seeking a Software Architect, who…","[""java"",""javascript"",""sql"",""design"",""architecture""]",/jobs/112463/java-developer-architect-sap-fieldglass,2016-06-27,26,False,,0,0,US,IL,Naperville
114912,Sr. Java Engineer- Cloud Services,Gogo,"Chicago, IL","$85,000 - 130,000","Sr. Java Engineer - Cloud Services
This position is for a Sr. Cloud Services Java Developer who will…","[""java"",""docker"",""jenkins"",""aws"",""spring""]",/jobs/114912/sr-java-engineer-cloud-services-gogo,2016-06-27,26,False,$,"85,000","130,000",US,IL,Chicago
111406,Full-Stack Web Developer,CentralReach,No office location,"$100,000 - 200,000",We are looking for a few great web developers to join our team.  Although we have offices in Pompano…,"[""javascript"",""knockout.js"",""jquery"",""sql"",""c#""]",/jobs/111406/full-stack-web-developer-centralreach,2016-06-27,26,False,$,"100,000","200,000",,,No office location
114911,Senior Java Developer to the Calypso development team,Nordea Bank Denmark,"Copenhagen, Denmark",,Skilled and curious Java developer wanted for the Calypso development team in Capital Markets area in…,"[""java"",""linux"",""git"",""eclipse"",""tomcat""]",/jobs/114911/senior-java-developer-to-the-calypso-development-nordea-bank-denmark,2016-06-27,26,False,,0,0,Denmark,,Copenhagen
92302,WordPress Developer - Helping Nonprofits,"NeonCRM by Z2 Systems, Inc.","Chicago, IL","$65,000 - 85,000",NeonCRM helps thousands of nonprofit organizations to fundraise more effectively. Our Neon Web Services…,"[""wordpress"",""css"",""javascript"",""php"",""html5""]",/jobs/92302/wordpress-developer-helping-nonprofits-neoncrm-by-z2-systems-inc,2016-06-27,26,False,$,"65,000","85,000",US,IL,Chicago
119390,DevOps Engineer,CX Company,"Maastricht, Netherlands",,DevOps EngineerAre you the experienced DevOps Engineer who will strengthen our Technology team and help…,"[""devops"",""c#"",""powershell"",""linux"",""postgresql""]",/jobs/119390/devops-engineer-cx-company,2016-06-27,26,False,,0,0,Netherlands,,Maastricht
114906,Customer Success Engineer,SolarWinds,"Lehi, UT",,"Papertrail provides log management as a service. We work with tens of thousands of ops-savvy developers,…","[""ruby"",""python"",""go"",""java"",""c""]",/jobs/114906/customer-success-engineer-solarwinds,2016-06-27,26,False,,0,0,US,UT,Lehi
117280,Senior Java Backend Developer for Web Platform in Berlin,Team2Venture GmbH (twago),"Berlin, Germany",,Are you looking for a new job that is both challenging and exciting? Are you full of ambition and want…,"[""java"",""spring"",""spring-mvc"",""hibernate"",""mysql""]",/jobs/117280/senior-java-backend-developer-for-web-platform-in-team2venture-gmbh-twago,2016-06-27,26,False,,0,0,Germany,,Berlin
119374,Sr. JavaScript Engineer,IAC Publishing,"Oakland, CA",,"Job Description

What you get to do:
• Tackle key architectural and design considerations for header…","[""java"",""javascript"",""python"",""linux"",""sql""]",/jobs/119374/sr-javascript-engineer-iac-publishing,2016-06-27,26,False,,0,0,US,CA,Oakland
119373,Senior Software Development Engineer in Test (SDET),Dictionary.com,"Oakland, CA",,"Job Description

Looking for a scrappy Senior Software Development Engineer in Test (SDET). We have…","[""ios"",""android"",""sql"",""server"",""mongodb""]",/jobs/119373/senior-software-development-engineer-in-test-dictionarycom,2016-06-27,26,False,,0,0,US,CA,Oakland
107680,Big-Data Technical Leads / Architects,Datametica Solutions Pvt. Ltd.,"Pune, India",,"
Hands on technical role; contribute to all phases of the software development lifecycle, including the…","[""hadoop"",""pig"",""hive"",""hbase"",""flume""]",/jobs/107680/big-data-technical-leads-architects-datametica-solutions-pvt-ltd,2016-06-27,26,False,,0,0,India,,Pune
119372,iTunes Engineering SRE - Big Data,Apple,"London, UK",,We are looking to hire outstanding individuals to join our team of Site Reliability Engineers. This is…,"[""clj-kafka"",""voldemort"",""hdfs"",""puppet"",""nagios""]",/jobs/119372/itunes-engineering-sre-big-data-apple,2016-06-27,26,False,,0,0,UK,,London
119371,Developer / Senior Developer,Standard Chartered Bank,Singapore,,The Retail Digital Channels team requires Agile experienced software developers to lead in the delivery…,"[""java"",""osgi"",""hbase"",""cassandra"",""kafka""]",/jobs/119371/developer-senior-developer-standard-chartered-bank,2016-06-27,26,False,,0,0,,,Singapore
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
117182,Senior QA Engineer,Absolute Software,"Vancouver, BC, Canada",,"Based in Vancouver, B.C. the QA Software Test Engineer will bring extensive QA and technical expertise…","[""sdlc"",""tsql"",""java"",""c#"",""android""]",/jobs/117182/senior-qa-engineer-absolute-software,2016-06-27,26,False,,0,0,Canada,BC,Vancouver
117181,C++ Senior Software Developer,Absolute Software,"Vancouver, BC, Canada",,"Accountabilities Will Include: 

As a Senior Software Developer you will be expected to contribute to…","[""c++"",""c#"",""http"",""ssl"",""sql""]",/jobs/117181/c-plus-plus-senior-software-developer-absolute-software,2016-06-27,26,False,,0,0,Canada,BC,Vancouver
117180,Senior Firmware Developer,Absolute Software,"Vancouver, BC, Canada",,"Accountabilities Will Include: 

As a Senior Firmware Developer you will be expected to contribute to…","[""uefi"",""c"",""c++"",""ssl"",""windows""]",/jobs/117180/senior-firmware-developer-absolute-software,2016-06-27,26,False,,0,0,Canada,BC,Vancouver
114949,Development Manager (Mobile),Ariba (an SAP company),"Menlo Park, CA",,"At SAP Ariba, we are seeing increasing demands from our users in terms of the power, ease-of-use and…","[""odata"",""mobile"",""ios"",""android"",""user-interface""]",/jobs/114949/development-manager-mobile-ariba-an-sap-company,2016-06-27,26,False,,0,0,US,CA,Menlo Park
109981,DevOps Manager AWS Database Services,Amazon,"Dublin, Ireland",,"Systems Development Manager AWS Database Services
Job Description

This is an excellent opportunity to…","[""python"",""linux"",""ruby""]",/jobs/109981/devops-manager-aws-database-services-amazon,2016-06-27,26,False,,0,0,Ireland,,Dublin
109980,DevOps Manager AWS Database Services,Amazon,"Dublin, Ireland",,"Systems Development Manager AWS Database Services
Job Description

This is an excellent opportunity to…","[""python"",""linux"",""ruby""]",/jobs/109980/devops-manager-aws-database-services-amazon,2016-06-27,26,False,,0,0,Ireland,,Dublin
119419,Software Engineer,Code School,"Orlando, FL",,"We're looking for a Software Engineer to help implement the interactive challenges for courses, maintain…","[""html"",""css"",""javascript"",""ruby-on-rails""]",/jobs/119419/software-engineer-code-school,2016-06-27,26,False,,0,0,US,FL,Orlando
114948,"Hampshire web developer, video games industry",Moov2.com,"New Forest District, UK","£20,000 - 30,000","Web and mobile development for the video games industry and enterprise.

If you love the web, mobile…","[""c#"",""html5"",""ios"",""asp.net"",""php""]",/jobs/114948/hampshire-web-developer-video-games-industry-moov2com,2016-06-27,26,False,£,"20,000","30,000",UK,,New Forest District
119418,Technical Product Manager- Mobile ,eBay,"San Jose, CA",,"122863BR  We are looking for a smart, driven, technical product manager ready to work side by side with…","[""product"",""mgmt"",""mobile""]",/jobs/119418/technical-product-manager-mobile-ebay,2016-06-27,26,False,,0,0,US,CA,San Jose
112500,Senior Front End Engineer,FutureAdvisor,"San Francisco, CA","$110,000 - 170,000","Who we are:
A team of engineers and finance geeks revolutionizing the finance service industry. Backed…","[""ruby-on-rails"",""javascript"",""reactjs"",""backbone.js"",""mysql""]",/jobs/112500/senior-front-end-engineer-futureadvisor,2016-06-27,26,False,$,"110,000","170,000",US,CA,San Francisco
119145,Front-End Developer,Yellow Pencil,"Edmonton, AB, Canada","$60,000 - 80,000","Your job-to-be
We’re looking for a full-time Front-End Developer.
We need an experienced front-end…","[""javascript"",""ecmascript-6"",""html"",""web-frontend""]",/jobs/119145/front-end-developer-yellow-pencil,2016-06-27,26,False,$,"60,000","80,000",Canada,AB,Edmonton
107737,Dev Ops Engineer,Concur,"Allen, TX",,"Concur, the most profitable and fastest growing Software as a Service provider in the world, is looking…","[""centos"",""linux"",""amazon-ec2"",""amazon-web-services"",""powershell"",""sysadmin""]",/jobs/107737/dev-ops-engineer-concur,2016-06-27,26,False,,0,0,US,TX,Allen
107517,Software Developer - Doing DevOps For Hulu!,Hulu,"Santa Monica, CA",,DevOps is a team of builders - we get to build the platforms and tools to enable developers to…,"[""python"",""linux"",""saltstack""]",/jobs/107517/software-developer-doing-devops-for-hulu-hulu,2016-06-27,26,False,,0,0,US,CA,Santa Monica
112381,Senior Java Developer  ( Boston),SAP/ Ariba,"Boston, MA",," You will be working in a Scrum-based agile mode designing, implementing, and releasing enhancements to…","[""java"",""j2ee"",""javascript""]",/jobs/112381/senior-java-developer-boston-sap-ariba,2016-06-27,26,False,,0,0,US,MA,Boston
117917,Backend Developer (PHP/Python),Wonderful Collective,"El Segundo, CA",,"Wonderful Collective is looking for a versatile back-end developer to help engineer robust, efficient…","[""php"",""python"",""laravel"",""postgresql"",""mysql""]",/jobs/117917/backend-developer-php-python-wonderful-collective,2016-06-27,26,False,,0,0,US,CA,El Segundo
99157,Senior Ruby-on-Rails Software Developer,QHR Technologies,"Vancouver, BC, Canada",,"Location: Kelowna, BC or Vancouver, BC Team: Development 
Position Summary:
QHR’s software team…","[""ruby-on-rails"",""angularjs"",""postgresql"",""git"",""soa""]",/jobs/99157/senior-ruby-on-rails-software-developer-qhr-technologies,2016-06-27,26,False,,0,0,Canada,BC,Vancouver
114941,Technical Manager,"Greenhouse Software, Inc.","New York, NY",,"Greenhouse's Tech Leads are both technical and managerial, so you'll use both sides of your brain each…",[],/jobs/114941/technical-manager-greenhouse-software-inc,2016-06-27,26,False,,0,0,US,NY,New York
119410,Pragmatic platform engineers (Leeds and London),Infinity Works,"London, UK",,"Who we are
Infinity Works is a leading software, IT and Digital engineering consultancy.  We help our…","[""iaas"",""amazon-web-services"",""docker"",""python"",""ruby""]",/jobs/119410/pragmatic-platform-engineers-leeds-and-london-infinity-works,2016-06-27,26,False,,0,0,UK,,London
119415,Senior Software Engineer,"SSCS, Inc.",No office location,,Want to work remotely as a full time developer for a company that has been writing software for 35 years…,"[""c#"",""rest"",""nosql"",""domain-driven-design""]",/jobs/119415/senior-software-engineer-sscs-inc,2016-06-27,26,False,,0,0,,,No office location
119414,"Associate Java Instructor- ON SITE, 12 weeks, contract",The Iron Yard,"Columbia, MD",,"**TWO positions available, 12 weeks each, one position starting 8/1/16 and one starting 8/15/16**
The…","[""java"",""javascript""]",/jobs/119414/associate-java-instructor-on-site-12-weeks-the-iron-yard,2016-06-27,26,False,,0,0,US,MD,Columbia
70961,Sr. Software Engineer,Cornerstone OnDemand,"Santa Monica, CA",,"We were cloud before cloud was cool! Now we are working on tomorrow’s problems.
What sets us…","[""c#""]",/jobs/70961/sr-software-engineer-cornerstone-ondemand,2016-06-27,26,False,,0,0,US,CA,Santa Monica
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
119412,"Senior Android Developer ($20,000 sign-on bonus)",PioneerRx Pharmacy Software,"Ruston, LA",,"PioneerRx Pharmacy Software (www.PioneerRx.com) in Ruston, LA is seeking applicants with 5+ years of…","[""android"",""c#"",""asp.net"",""vb.net"",""sql""]",/jobs/119412/senior-android-developer-20-000-sign-on-bonus-pioneerrx-pharmacy-software,2016-06-27,26,False,,0,0,US,LA,Ruston
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
112492,"Software Development Engineer, Amazon Flex iOS App",Amazon,"Austin, TX",,"Prime Now is one of Amazon's benefits for Prime members, which offers one-hour delivery on tens of…","[""computer"",""science"",""flex""]",/jobs/112492/software-development-engineer-amazon-flex-ios-app-amazon,2016-06-27,26,False,,0,0,US,TX,Austin
119125,Lead Web Developer,Brooklyn Museum,"New York, NY",,The Technology department at the Brooklyn Museum seeks a lead web developer to join our team to help…,[],/jobs/119125/lead-web-developer-brooklyn-museum,2016-06-27,26,False,,0,0,US,NY,New York
